company_id,company_name,industry,company_size,location
847,"Gregory, Nelson and Smith",Healthcare,Large,"Ronaldland, AD"
848,Houston-Miller,Retail,Mid,"East Michaelberg, BY"
849,"Smith, Wallace and Garza",Retail,Startup,"Andersonberg, GD"
850,Ford Inc,Finance,Mid,"Petersonburgh, DZ"
851,"Meadows, Wilkinson and Palmer",Retail,Startup,"Rhondafurt, IQ"
852,Hess and Sons,Healthcare,Mid,"Lake Jameston, GR"
853,Grimes-Sullivan,Healthcare,Large,"Beckerberg, MA"
854,"Weeks, Williams and Smith",Finance,Startup,"North Kevinshire, RU"
855,Mcguire-Hayes,Tech,Mid,"Jenniferborough, CD"
856,"Williams, Adams and Dominguez",Retail,Mid,"West Cathy, NO"
857,Buchanan-James,Education,Startup,"Lake Jacobport, SY"
858,Hall-Wilcox,Education,Mid,"Jasontown, TV"
859,"Brown, Gallagher and Scott",Healthcare,Large,"Powersfort, BB"
860,Miller-Cole,Retail,Large,"Mirandatown, GR"
861,Fox Ltd,Automotive,Startup,"Whiteton, BS"
862,Odonnell Group,Retail,Large,"Kaylaport, LC"
863,Schultz Inc,Automotive,Startup,"Rileyville, QA"
864,"Robinson, Espinoza and Garcia",Finance,Mid,"New Robyn, YE"
865,"Henson, Sawyer and Gordon",Retail,Large,"Brownmouth, ME"
866,Rodriguez-Morales,Finance,Startup,"Wandamouth, MY"
867,"Munoz, Parker and Marsh",E-commerce,Large,"Nicoleside, CD"
868,Collins Ltd,Automotive,Mid,"Kennedymouth, MG"
869,Sanchez-Camacho,Finance,Mid,"Port Michael, CH"
870,Paul-Ellis,Education,Mid,"Ayalaland, VA"
871,Church LLC,Automotive,Large,"Melissaburgh, AL"
872,"Holt, Carlson and Shaffer",Finance,Large,"New Anthonyport, SC"
873,Wells and Sons,Finance,Startup,"South Jillside, CG"
874,Gomez-Anderson,Education,Large,"New Jennifer, ZW"
875,Robinson Group,E-commerce,Startup,"Port Haleyport, KE"
876,Klein-Ramirez,Healthcare,Startup,"Davishaven, MW"
877,Obrien-Kelley,E-commerce,Mid,"East Katiemouth, SA"
878,Hernandez LLC,Automotive,Large,"Sherrimouth, GA"
879,Bryan Inc,Tech,Mid,"Nguyenmouth, SK"
880,Anderson PLC,E-commerce,Large,"Lake Davidfort, BD"
881,Evans Group,Finance,Startup,"Kylieside, MM"
882,Garcia Inc,E-commerce,Startup,"West Sonya, GN"
883,Bennett Inc,Finance,Large,"Wrightville, IT"
884,Brown-Jones,Tech,Large,"Johnsonside, BG"
885,"Irwin, Flores and Fowler",Retail,Startup,"North Virginia, UZ"
886,"Olsen, Turner and Carpenter",Tech,Mid,"East Michael, CH"
887,Gray-Simmons,Automotive,Large,"South Mark, MK"
888,Garcia-Obrien,Retail,Startup,"Kimberlychester, BI"
889,Travis-Murphy,Finance,Mid,"North Dennisview, CU"
890,Perez Inc,Healthcare,Mid,"Nicolastown, SG"
891,Owen-Lopez,Automotive,Startup,"Walkerton, UG"
892,"Ashley, Owens and Garcia",E-commerce,Large,"Lake Davidport, PG"
893,Miranda Group,Retail,Startup,"Lake Sarahmouth, BI"
894,Carter Inc,E-commerce,Startup,"Rosemouth, LU"
895,Norton Ltd,Automotive,Startup,"Crystaltown, TL"
896,Hernandez-Guerrero,Tech,Mid,"Joshuamouth, GQ"
897,"Harris, Braun and Patton",Tech,Mid,"Port Stacyberg, MC"
898,Tate-Snow,Healthcare,Mid,"Port Katieborough, TD"
899,Conner-Jones,Finance,Startup,"Jasonmouth, MX"
900,Douglas-Ferguson,Retail,Large,"Phillipsville, MN"
901,"Garcia, Moore and Fox",Automotive,Startup,"Craigmouth, VN"
902,Cooper-Bruce,E-commerce,Startup,"Andrewborough, MW"
903,Mcintyre-Wagner,Retail,Large,"West Karamouth, CY"
904,Jones-George,Tech,Mid,"South Kayla, ME"
905,Tapia Group,Retail,Large,"West Stuart, AU"
906,Carpenter Group,Healthcare,Large,"Gonzalezville, HR"
907,Deleon-Lyons,E-commerce,Startup,"Josefurt, TO"
908,Petersen-Fuentes,Retail,Large,"West Curtiston, AF"
909,Bryant PLC,E-commerce,Large,"Austinville, MR"
910,"Long, Harrington and Bryant",Finance,Startup,"Lake Megan, MN"
911,Vaughn and Sons,E-commerce,Startup,"South Samanthabury, AR"
912,"Johnson, Yates and Lee",Tech,Large,"Maryview, MW"
913,Esparza-Chen,Education,Mid,"Robertsport, SC"
914,Hall-Lynn,Retail,Mid,"New Kimberlyland, ZA"
915,Gutierrez-Flores,Automotive,Mid,"Crawfordtown, PY"
916,Stanley-Stone,E-commerce,Large,"Silvafort, MZ"
917,"Jones, Allen and Horton",Finance,Startup,"New Stevenfurt, JO"
918,White-Everett,Education,Startup,"Tracyborough, EG"
919,Mayo-Mullins,Automotive,Startup,"Lake Michaelberg, VC"
920,Wiggins and Sons,Healthcare,Startup,"Yvettefort, AT"
921,"Larson, Vasquez and Bishop",Finance,Startup,"East Lorifort, JO"
922,Carter-Pittman,E-commerce,Large,"Baileyburgh, MG"
923,Holmes-Sloan,Retail,Startup,"Port Carmen, SB"
924,"Stevens, Smith and Mendez",Retail,Large,"Perkinstown, TN"
925,Pope Inc,Education,Mid,"Pattonton, KZ"
926,"Davis, Brown and Burke",E-commerce,Large,"South Nathanielville, PG"
927,Evans-Scott,Retail,Mid,"Pearsonberg, TN"
928,Owen Ltd,Finance,Mid,"Sherriside, SN"
929,"Lynn, Davenport and Gonzales",E-commerce,Mid,"South Ryan, IQ"
930,Colon Ltd,Retail,Large,"Angelamouth, IQ"
931,Barnett-Boyer,Finance,Startup,"Lake Michelle, MW"
932,Sanchez Inc,Tech,Large,"Trevorhaven, BZ"
933,"Anderson, Ortiz and Stanley",E-commerce,Mid,"Lake Andre, EG"
934,Parker PLC,Finance,Large,"North Laurenmouth, MM"
935,Hernandez-Taylor,Automotive,Large,"Shortburgh, CR"
936,Cantu and Sons,Retail,Startup,"West Mary, TJ"
937,"Harrington, Clark and Carter",E-commerce,Large,"Warrenbury, WS"
938,"Hernandez, Myers and Ward",Finance,Startup,"Danielville, NE"
939,Price-Kelley,Healthcare,Large,"Thomasfort, HN"
940,Lopez Group,Tech,Large,"West Toddmouth, VA"
941,Kidd LLC,Retail,Large,"Jillport, US"
942,"Williams, Poole and Anderson",Healthcare,Mid,"North Paige, BS"
943,Mcdowell-Davis,E-commerce,Large,"Lake Aliciaberg, MC"
944,"Pineda, Williams and George",E-commerce,Mid,"Port Richard, KE"
945,Peck-Olson,Education,Large,"Johnsonport, IE"
946,"Johnson, Hodge and Shaffer",Tech,Startup,"Port Jonathan, GR"
947,Carlson Group,E-commerce,Startup,"Michaelfort, UA"
948,"Davis, Bailey and Hebert",E-commerce,Mid,"Rayport, GM"
949,"Aguirre, Collins and Manning",Automotive,Startup,"Lake Ryan, RU"
950,"Freeman, Foley and Smith",Education,Startup,"Michaelview, VC"
951,Acevedo-Frazier,Healthcare,Mid,"Ellisport, CY"
952,Davis PLC,Finance,Startup,"South Katherineton, LY"
953,Ford-Taylor,Healthcare,Startup,"Lake Melissa, MV"
954,Sanchez LLC,Retail,Large,"South Jilltown, IQ"
955,Armstrong Inc,Healthcare,Startup,"Davisstad, HN"
956,Gilbert Inc,E-commerce,Mid,"New Megantown, BT"
957,Miller Ltd,Retail,Large,"North Dianaton, RU"
958,Moore-Garner,Automotive,Startup,"Hollyborough, MX"
959,Jenkins-Good,Tech,Mid,"Contreraston, LC"
960,Vance Ltd,Finance,Startup,"Wardbury, RW"
961,"Sellers, Williams and Ortiz",Automotive,Startup,"Matthewshire, SB"
962,"Rodgers, Martinez and Zhang",E-commerce,Startup,"North Shane, LR"
963,Simon LLC,Retail,Startup,"West Michaelborough, BE"
964,Flynn-Franco,Tech,Large,"North Grant, MR"
965,Floyd-Smith,E-commerce,Mid,"East Willie, BO"
966,"Bailey, Mccullough and Moon",Tech,Large,"Davidhaven, CL"
967,"Kerr, Austin and Smith",E-commerce,Large,"Port Charles, GM"
968,"Potter, Chapman and Christensen",Retail,Large,"Colemanfort, SM"
969,Francis-Jones,Retail,Startup,"North Jacqueline, SV"
970,"Stephens, Garcia and Yoder",Automotive,Large,"South Caitlynchester, NL"
971,Robbins-Burke,Finance,Large,"Sherrichester, BN"
972,"Hall, Savage and Walker",Education,Startup,"Bowersberg, SK"
973,Smith-Cross,Healthcare,Mid,"Anthonybury, ET"
974,Martinez-Stephens,Education,Mid,"South Michellebury, GR"
975,"Barton, Wilson and Russell",Education,Large,"Kristiemouth, DK"
976,"Brown, Bernard and Flores",Retail,Mid,"West Andrew, MD"
977,Mendoza-Flores,E-commerce,Large,"West Andrew, ID"
978,Bowman PLC,E-commerce,Startup,"Nicholshaven, HR"
979,"Turner, Hernandez and White",Retail,Mid,"North Alicia, IQ"
980,Davis Inc,Healthcare,Mid,"Port Tina, PE"
981,Zhang-Watson,E-commerce,Mid,"New Veronica, AL"
982,"Harrison, Wallace and Chen",Retail,Startup,"Port Catherinetown, VE"
983,"Cruz, Cruz and Flores",E-commerce,Startup,"New Alyssa, CI"
984,Garcia-Smith,Automotive,Startup,"North Kevin, YE"
985,Castaneda Group,Tech,Mid,"Nobleside, CY"
986,"Sawyer, Frye and Jenkins",Finance,Large,"West Hayleyton, DJ"
987,Bradshaw and Sons,Education,Large,"Kathrynfort, TO"
988,"Cross, Johnson and Chan",Retail,Mid,"Danielview, BT"
989,Jones LLC,Healthcare,Mid,"Taraborough, KG"
990,Adams-Chapman,Tech,Mid,"Littleshire, CF"
991,Duran-Williams,Retail,Mid,"East Patrickfurt, BT"
992,Arnold Inc,Healthcare,Startup,"Jonesfurt, NL"
993,Kirk Group,Retail,Startup,"Chasestad, LU"
994,Flynn-Kennedy,E-commerce,Large,"Villaport, CO"
995,Singleton-Roy,Automotive,Large,"Port Rodney, LR"
996,"Combs, Brown and Williams",Retail,Mid,"Jessicatown, PH"
997,Meyer-Reyes,Education,Startup,"Port Christine, BH"
998,Anderson LLC,Tech,Mid,"Elizabethton, PW"
999,Duncan-Reyes,Finance,Startup,"New Ryan, BW"
1000,"Davis, Murphy and Cox",Retail,Mid,"Pittmanville, CR"
1001,"Peterson, Brown and Mcdonald",Automotive,Mid,"Port Bernard, BY"
1002,Turner and Sons,Tech,Mid,"Robertsmouth, MN"
1003,"Spears, Moore and Mccormick",E-commerce,Startup,"South Lisa, IS"
1004,Shaw LLC,Automotive,Startup,"New Johnnybury, LI"
1005,Gill-Schmidt,Healthcare,Large,"New Williambury, FR"
1006,"Fuentes, Russo and Watson",Education,Startup,"East Amanda, GA"
1007,Weaver-Mills,Automotive,Large,"South Benjamin, PY"
1008,Lee-Levy,Retail,Startup,"West Lindsayfurt, LK"
1009,Anderson PLC,Retail,Startup,"Younghaven, KM"
1010,Murphy-Sosa,Education,Mid,"North Patrick, SZ"
1011,Lawrence Group,Education,Startup,"Lake Aliciachester, TM"
1012,Gonzales-Gardner,Automotive,Large,"Frazierberg, DO"
1013,"Padilla, Mann and Pierce",Finance,Mid,"West Brandon, RW"
1014,"Vazquez, Mcknight and Vega",Retail,Large,"Ramseyview, TV"
1015,"Walker, Soto and Miles",Finance,Startup,"Oconnorville, IT"
1016,Kelly-Walls,Tech,Startup,"East Ana, KN"
1017,Roberts-Watson,Healthcare,Mid,"Perryside, CZ"
1018,"George, Hines and Galvan",Tech,Large,"East Rachelland, MH"
1019,"Lam, Garcia and Lopez",Automotive,Large,"Baldwinland, TV"
1020,"Vasquez, Grimes and Mooney",Healthcare,Startup,"Brewerland, AT"
1021,Mcneil-Nelson,Tech,Startup,"Duartebury, VA"
1022,Wiggins-Rivera,Healthcare,Large,"Andreashire, TO"
1023,Morris-Swanson,Education,Startup,"Howellburgh, NO"
1024,Wong and Sons,Education,Large,"North Kristie, CL"
1025,"Davidson, Green and Johnson",E-commerce,Large,"West Tylerberg, JO"
1026,Greer-Garner,E-commerce,Mid,"South Chadton, IQ"
1027,"Nash, Solomon and Cameron",Education,Mid,"Davidfurt, IT"
1028,Jimenez Group,E-commerce,Mid,"Williamview, CU"
1029,Garcia-Adams,Education,Mid,"Port Victoriaburgh, TN"
1030,Munoz and Sons,Retail,Startup,"Smithmouth, UG"
1031,Griffin Ltd,E-commerce,Large,"Harrisonhaven, PT"
1032,Briggs-Miller,E-commerce,Startup,"Janicemouth, UZ"
1033,Dominguez Group,Finance,Large,"New Melissashire, RW"
1034,"Cohen, Schneider and Scott",Healthcare,Large,"Port Nathan, TM"
1035,Peterson Ltd,E-commerce,Large,"Staffordstad, AZ"
1036,Ramsey-Hamilton,Education,Startup,"West Kyliechester, AD"
1037,Davidson-Clark,Finance,Mid,"Lake Erika, VC"
1038,"Ramirez, Sanchez and Lucas",Retail,Startup,"Johnsonfurt, GQ"
1039,"Atkinson, Branch and Horton",Tech,Large,"New Darren, ET"
1040,Hawkins Ltd,E-commerce,Mid,"North Madison, UZ"
1041,Moore Ltd,Tech,Mid,"Abigailmouth, NE"
1042,Hughes-Henry,Retail,Startup,"West James, ER"
1043,Johnson-Thomas,Healthcare,Large,"Lake Curtis, BS"
1044,"Hunt, White and Schmidt",Tech,Startup,"Josephstad, DZ"
1045,Harris-Zavala,E-commerce,Startup,"West Michael, NI"
1046,Price PLC,Finance,Startup,"Madisonside, BH"
1047,Craig-Lloyd,Tech,Startup,"Priceborough, LU"
1048,Bell-Perez,Tech,Mid,"Rossbury, SC"
1049,Cole-Clark,Automotive,Startup,"South Meganmouth, LI"
1050,Knight-Lozano,Finance,Mid,"New Heatherbury, BG"
1051,Burton LLC,Automotive,Mid,"South Jamesville, JM"
1052,"Castillo, Bonilla and Mclaughlin",Automotive,Large,"West Jasonmouth, IR"
1053,Byrd-Christian,Finance,Large,"West Theresashire, NI"
1054,Price-Sandoval,E-commerce,Large,"Lake Markport, PK"
1055,Black-Simmons,Automotive,Startup,"Allenburgh, BW"
1056,"Berger, Jackson and Hansen",Automotive,Mid,"Hopkinstown, KP"
1057,Kent-Preston,E-commerce,Mid,"North Nicolechester, CO"
1058,"Hartman, Rowe and Hernandez",Automotive,Large,"East Joseph, GR"
1059,Morrison-Turner,Retail,Mid,"Mayerview, NI"
1060,Smith Inc,Tech,Startup,"New Adam, BN"
1061,Gardner-Chavez,Tech,Mid,"Lopezfort, KH"
1062,Morris-Blake,Healthcare,Mid,"Lake Anthony, CL"
1063,Hunter-Ward,Finance,Large,"Millerborough, WS"
1064,Hicks and Sons,Finance,Large,"Port Franciscoside, GT"
1065,Torres-Clark,Education,Mid,"West Jason, RO"
1066,Brown Ltd,Automotive,Mid,"West Keithview, LU"
1067,Kerr Ltd,Education,Mid,"Juanburgh, TD"
1068,"Hobbs, Moreno and Williams",Finance,Startup,"Andrewmouth, GN"
1069,"Brown, Giles and Thompson",E-commerce,Startup,"North Mistyland, DJ"
1070,Jordan Inc,Healthcare,Mid,"Joelland, MC"
1071,Rodriguez Inc,Tech,Mid,"Lake Debbie, SZ"
1072,Evans-Alvarado,Retail,Large,"Davidmouth, BJ"
1073,"Phillips, Sanchez and Christensen",E-commerce,Large,"East Davidchester, NE"
1074,"Sexton, Davis and Allen",Healthcare,Startup,"Lake David, FI"
1075,"Gill, Russo and Hill",Automotive,Startup,"Gomezchester, UG"
1076,"Walsh, Davis and Tanner",Automotive,Large,"North Brettfurt, MH"
1077,Green Group,E-commerce,Mid,"Port Yvetteland, LK"
1078,"Wilson, Wilson and Austin",Finance,Large,"Mistyfurt, KP"
1079,Williams-Thomas,Retail,Large,"North Patricia, YE"
1080,"Thompson, Gibson and Simmons",Retail,Mid,"Gutierreztown, TJ"
1081,"Bush, Dennis and Burke",Automotive,Startup,"Benitezfurt, ST"
1082,Anderson and Sons,Retail,Startup,"Griffintown, KP"
1083,"Russell, Wood and Robertson",E-commerce,Mid,"Gonzalezstad, VN"
1084,Johnson LLC,Tech,Startup,"South Christopher, FJ"
1085,Kaufman LLC,Tech,Startup,"Port Ianfurt, LR"
1086,Murphy LLC,Healthcare,Large,"Whitefort, NI"
1087,Matthews-Collins,E-commerce,Mid,"Jonesville, TO"
1088,Rivas PLC,Retail,Startup,"South Timothystad, CH"
1089,Alvarez PLC,Automotive,Mid,"North Connorfurt, PA"
1090,Best Inc,E-commerce,Mid,"Lake Melanie, VU"
1091,"Ochoa, Davidson and Thomas",Education,Large,"Coryton, WS"
1092,"Reilly, Barajas and Hughes",Finance,Startup,"South Kathleen, MV"
1093,"Dixon, Wright and Smith",Education,Large,"Markfort, NO"
1094,"Sawyer, Hall and Lowe",Automotive,Large,"Nancyberg, AF"
1095,"Donaldson, Espinoza and Mills",Tech,Mid,"Matthewsberg, DO"
1096,Davis-Moore,Retail,Mid,"North Jessica, VC"
1097,Clark PLC,Retail,Startup,"New Austin, BZ"
1098,Lynch-Coffey,Automotive,Large,"Deborahton, CV"
1099,Archer Ltd,Tech,Mid,"Allisonview, ET"
1100,"Estrada, Perry and Jackson",E-commerce,Startup,"Eatonmouth, PW"
1101,Shelton-Ellison,Healthcare,Large,"Davistown, NA"
1102,Montgomery Inc,Finance,Large,"Danielside, SZ"
1103,"Rios, Evans and Foster",Retail,Large,"Hernandezland, ZA"
1104,"Garcia, Lopez and Santiago",Finance,Mid,"New Jared, BB"
1105,Bell Group,Finance,Startup,"Nicholaschester, KE"
1106,Stevens-Foster,Tech,Startup,"Blairside, GH"
1107,Sawyer PLC,E-commerce,Large,"Bryceport, AO"
1108,Hurley-Scott,Healthcare,Startup,"West Christian, SO"
1109,Black-Bennett,Tech,Mid,"Lake Toddmouth, IN"
1110,Perez Group,Tech,Large,"South Erikchester, GA"
1111,"Saunders, Bradford and Sharp",E-commerce,Large,"Port Meganstad, GW"
1112,Hudson-Gordon,Education,Startup,"Port Erikaburgh, PG"
1113,"Nelson, Maddox and Klein",Finance,Large,"Philipmouth, GQ"
1114,"Clark, Price and Dickson",Automotive,Mid,"Lake Misty, MZ"
1115,Gonzalez PLC,Tech,Large,"Campbellmouth, IN"
1116,Pierce Inc,Automotive,Mid,"Collierchester, PH"
1117,"House, Bond and Myers",E-commerce,Large,"West Cathy, PG"
1118,Johns Inc,Retail,Mid,"Rodriguezstad, GN"
1119,"Matthews, Mcdowell and Reynolds",Automotive,Startup,"Port Jeffstad, MD"
1120,Navarro-Costa,Retail,Startup,"Lawrenceton, BG"
1121,Morris Inc,Education,Large,"Zunigaside, DM"
1122,"Miller, Pena and Spencer",E-commerce,Startup,"East Timothy, BF"
1123,"Davis, Sosa and Greene",Finance,Mid,"North Kristafort, CV"
1124,"Klein, Jordan and Lang",E-commerce,Large,"Scottport, SZ"
1125,"Valdez, Nguyen and Espinoza",Healthcare,Mid,"Andreatown, SR"
1126,Patterson-Salazar,Education,Large,"Port Nicholas, KW"
1127,"Thomas, Greene and Munoz",Retail,Mid,"Lake Jaime, VA"
1128,Torres Ltd,Education,Mid,"Grahambury, BR"
1129,"Young, Peterson and Wood",Finance,Mid,"New Masonton, KI"
1130,Reilly PLC,Retail,Mid,"Cabrerafort, GW"
1131,Woods-Kelly,Retail,Startup,"Millerborough, AL"
1132,Moss-Jackson,Retail,Mid,"Christopherton, TM"
1133,Johnson and Sons,Education,Startup,"Joneschester, LK"
1134,Green Group,Automotive,Startup,"Ramostown, BI"
1135,Evans LLC,Automotive,Mid,"Port Kelsey, KI"
1136,Chambers PLC,Tech,Mid,"Johnberg, VC"
1137,Conner-Young,Education,Startup,"Port Amandaburgh, GA"
1138,Morris LLC,Automotive,Large,"East Barrybury, GA"
1139,Hawkins-Valdez,Finance,Startup,"Roseton, VE"
1140,Vance-Mcdowell,Finance,Mid,"Port Jessica, SG"
1141,Wright LLC,Finance,Large,"Sandrastad, IE"
1142,Silva LLC,Automotive,Mid,"Lewisburgh, BF"
1143,"Sanders, Rodriguez and Meyers",Finance,Large,"Port Kathyton, GQ"
1144,Allen Group,E-commerce,Startup,"Williamsville, MG"
1145,Webb LLC,Education,Mid,"Sylviaport, BS"
1146,Harris-Brown,E-commerce,Startup,"East Kimberlyview, ME"
1147,Stewart-White,Retail,Large,"West Amber, HU"
1148,"Roberts, Ford and Davis",Retail,Mid,"Hannahfort, LS"
1149,"Garcia, Blake and Gardner",Healthcare,Large,"North Cassandraborough, FJ"
1150,Brown-Fisher,Automotive,Startup,"Lake Ruthport, JM"
1151,Hayes PLC,Finance,Mid,"South Michael, GE"
1152,"Mccoy, Barnes and Mercado",Automotive,Startup,"New Richardburgh, PS"
1153,Herrera and Sons,Healthcare,Mid,"East Michael, AO"
1154,Smith-Hansen,Retail,Startup,"North Michellestad, ME"
1155,"Goodman, Watson and Norman",Tech,Large,"Davidshire, ES"
1156,Bennett PLC,Tech,Mid,"West Jennifertown, NP"
1157,Brady-Jones,Education,Large,"Jasonbury, HT"
1158,Walker and Sons,Finance,Startup,"New Amber, CL"
1159,Bautista LLC,Automotive,Startup,"Douglasberg, FM"
1160,Church Ltd,Healthcare,Mid,"Jonathanland, FJ"
1161,Smith LLC,Healthcare,Large,"New Sandraland, ZM"
1162,"Acosta, Williams and Carter",Finance,Mid,"Wrightland, ZW"
1163,"Thornton, Pittman and Torres",Automotive,Mid,"Bowmanton, AG"
1164,Palmer Group,Retail,Startup,"Samanthahaven, CA"
1165,"Smith, Hancock and Bolton",Education,Mid,"Nicholasville, KN"
1166,"Shaffer, Wright and Morgan",Automotive,Mid,"South Richardtown, KP"
1167,Proctor Inc,Tech,Large,"Jeffreystad, GW"
1168,"Ross, Barrera and Winters",E-commerce,Startup,"East Seanview, GB"
1169,"Hernandez, Collins and Smith",Retail,Mid,"Lake Jessicaside, DJ"
1170,"Nguyen, Shaffer and Thompson",Automotive,Startup,"South Danielle, TH"
1171,"Nguyen, Brown and Edwards",Finance,Large,"Port Victoriaburgh, PG"
1172,Bartlett Group,Healthcare,Large,"West Robin, PY"
1173,"Moran, Ellis and Vargas",E-commerce,Mid,"New Sethtown, ZW"
1174,"Porter, Hernandez and Hall",Tech,Startup,"Ambertown, LV"
1175,Hunter and Sons,Automotive,Large,"South Jasonville, RO"
1176,Moore Ltd,Education,Mid,"Garyville, BZ"
1177,Diaz-Gray,Education,Mid,"West Justinside, KI"
1178,Poole-Scott,Education,Startup,"Kellyhaven, GQ"
1179,"Bishop, Finley and Duran",Healthcare,Mid,"South Meganfort, CZ"
1180,Rivera Group,Healthcare,Mid,"Port Jennifer, CF"
1181,Blanchard LLC,E-commerce,Startup,"North Robertberg, CL"
1182,"Herman, Rivera and Gonzalez",Retail,Mid,"East Jessica, PG"
1183,"Mcmillan, Jensen and Olson",Tech,Startup,"Rachelmouth, EG"
1184,"Mcbride, Davenport and Kidd",Tech,Mid,"Port Leahland, GQ"
1185,"Lane, Diaz and Khan",Automotive,Startup,"Melaniemouth, RS"
1186,Taylor LLC,Tech,Large,"Lopezfurt, AD"
1187,"Moss, Simmons and Elliott",Finance,Large,"Matthewville, US"
1188,"Crane, Robles and Arias",Automotive,Mid,"New Michaelmouth, KR"
1189,Martinez-Fuller,Finance,Startup,"Ruizbury, NZ"
1190,Wood-Johnson,Finance,Mid,"Gailland, SK"
1191,Martin Group,Retail,Large,"Lake Nicole, GT"
1192,"Morrison, Wallace and Wade",Retail,Startup,"East Cheryl, PG"
1193,"Villa, Hall and Bishop",Automotive,Startup,"New Garytown, FI"
1194,Kennedy-Davis,E-commerce,Mid,"East Jessicaport, CG"
1195,Anderson Group,E-commerce,Mid,"Turnerville, AO"
1196,"Price, Moore and Kidd",E-commerce,Startup,"Rachelview, KH"
1197,Carroll Group,Automotive,Startup,"West Monica, TT"
1198,Woods-French,Healthcare,Startup,"South Meagan, GQ"
1199,"Miller, Gonzalez and Kelly",Retail,Startup,"Kellyborough, PA"
1200,Marquez and Sons,Education,Large,"Pooleview, NL"
1201,"Anderson, Lucas and Clements",Retail,Mid,"West Bethanyshire, HU"
1202,Williams LLC,Tech,Startup,"East Nicholeberg, DE"
1203,Braun Inc,Tech,Large,"Brooksbury, GE"
1204,"Williams, Carter and Wilson",E-commerce,Startup,"Juliemouth, TR"
1205,Howard-Farrell,Retail,Mid,"Fishershire, CN"
1206,Richards-Adams,Finance,Large,"Lake Kathleenville, AZ"
1207,Olson Group,Automotive,Mid,"East Nicole, GA"
1208,Montgomery-Castro,Automotive,Startup,"South Michelebury, AO"
1209,Cannon Group,E-commerce,Startup,"Port Andrew, AF"
1210,Green-Freeman,Education,Mid,"East Edwardtown, ME"
1211,"Sullivan, Spencer and Holland",Finance,Startup,"Thomasfurt, VA"
1212,Barrett-Smith,Automotive,Mid,"Jessicachester, MW"
1213,Vargas-Rodriguez,Automotive,Startup,"Debraton, GT"
1214,Gaines-Vance,Healthcare,Large,"Cervantesmouth, FM"
1215,"Brown, Fox and Stokes",Healthcare,Mid,"Marcmouth, CN"
1216,Sparks-Garrison,E-commerce,Mid,"New Andreastad, RO"
1217,"Payne, Swanson and Silva",Automotive,Mid,"North Jamesside, YE"
1218,Vargas-Edwards,Tech,Large,"Adamtown, CH"
1219,Huynh PLC,Retail,Mid,"West Christopher, QA"
1220,"Griffith, Ruiz and Jones",Healthcare,Startup,"West Christina, BW"
1221,Flowers Group,Healthcare,Mid,"New Robin, NR"
1222,Deleon PLC,Finance,Mid,"North Brendaview, SE"
1223,Mcintosh-Mitchell,Tech,Mid,"North John, YE"
1224,Davies-Valentine,Finance,Large,"Dixontown, BY"
1225,Collins Group,Retail,Mid,"Brandonville, FR"
1226,Fields-Ramirez,Education,Large,"East Alexandratown, BT"
1227,"Christensen, Heath and Lopez",Education,Startup,"Mcdonaldview, TT"
1228,Cross-Randall,E-commerce,Large,"Brianshire, KE"
1229,Brewer-Bruce,Finance,Mid,"New Donnaville, AG"
1230,"Henderson, Owens and Jones",Finance,Startup,"Sullivanborough, TH"
1231,Lee-Davis,Tech,Startup,"Gonzalesland, UZ"
1232,Watson-Fernandez,Healthcare,Startup,"Mosesland, FJ"
1233,"Benjamin, Jordan and Larsen",Education,Mid,"New Angelton, SM"
1234,Moore LLC,Finance,Startup,"Willischester, ET"
1235,"Wilson, Roberts and Frank",E-commerce,Large,"Port Amy, FJ"
1236,"Hernandez, Long and Hutchinson",E-commerce,Startup,"Hayesport, CH"
1237,"Huffman, Larson and Bryant",Healthcare,Startup,"South Devinburgh, GM"
1238,"Perry, Ford and Watson",Finance,Startup,"Leeville, IR"
1239,Coffey Ltd,E-commerce,Large,"Port Aprilhaven, MD"
1240,Lewis-Suarez,Education,Large,"New Brandonfurt, TJ"
1241,Dominguez Ltd,Education,Mid,"Gillbury, LR"
1242,Bennett-Peck,Finance,Large,"Port Ernest, PY"
1243,Jones and Sons,Finance,Large,"New Loriberg, OM"
1244,Benton-Dunn,Retail,Startup,"Justinmouth, BF"
1245,Martin and Sons,Automotive,Large,"South Lauraport, MC"
1246,"Washington, Allen and Watts",Finance,Startup,"Kyliehaven, UY"
1247,"Bauer, Hayden and Reynolds",Healthcare,Large,"Matthewland, FI"
1248,Williams-Hamilton,Tech,Mid,"West Sierra, LT"
1249,Walters LLC,Healthcare,Startup,"Lake Rodneyfort, BF"
1250,"Davis, Hanson and Gaines",Automotive,Mid,"Lake Phyllisburgh, MY"
1251,"Garcia, Smith and James",Automotive,Mid,"Lake Gregoryshire, CD"
1252,Williams PLC,Retail,Large,"Vanessafurt, TG"
1253,Powell Ltd,Automotive,Mid,"New Donaldmouth, BG"
1254,Bell-Miles,Tech,Mid,"East Heather, MX"
1255,Cohen-Gardner,Education,Large,"Bairdmouth, BF"
1256,"Smith, Shepherd and Dawson",Education,Startup,"East Matthew, KW"
1257,Dennis-West,Automotive,Mid,"West Carolberg, KW"
1258,"Cortez, Kirby and Harris",Finance,Startup,"North George, LC"
1259,Martin and Sons,Automotive,Mid,"Mitchelltown, GE"
1260,Jones-Romero,Education,Mid,"Coxstad, PE"
